season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,0,6,22,0,2,0,2,0.8752762414859657,0.26940897979214107,0.6197378453484979,0.4917986498693871,130.88574563809524
1,0,9,18,1,4,0,3,0.22357002944401322,0.2658237864154068,0.7114998404342205,0.333675581525198,74.63120395532525
3,1,2,18,0,3,1,2,0.9571480771588522,0.1513021487967406,0.47039902482279206,0.021923426248314948,656.3296312880615
2,0,1,4,0,6,0,2,0.39594035606374844,0.6290186044345163,0.9254932618718688,0.16331095287400438,7.806436751853178
4,0,10,18,0,6,1,3,0.696082364857648,0.8563133598296573,0.6698958948604616,0.31165721687952874,501.608894180142
1,0,12,1,0,6,1,3,0.7766426313610131,0.11574839258864975,0.2683219874326991,0.0281666388996199,25.690487485944015
4,0,2,9,0,6,0,3,0.830751611174095,0.1441041804741462,0.559843192563543,0.011942095659571383,189.1615312806217
2,0,7,1,1,1,1,1,0.9511747320033371,0.6154932490182512,0.8050848437949074,0.22501211976390129,18.576424205612426
2,0,3,10,0,4,0,1,0.3816275932259403,0.8375461168474471,0.835307649385818,0.166345089846335,162.07761537874677
2,1,10,17,1,4,0,2,0.8726558090963991,0.39406500151177026,0.595677642211007,0.21914930401658295,506.71101895054227
1,1,2,23,1,5,0,1,0.21851821309258634,0.41465295892695,0.915798056665041,0.13134665494000258,78.40878002220194
2,0,11,14,0,3,0,3,0.7345368157182335,0.6367118477470983,0.41413474975543807,0.08235887347149046,349.9791855622316
1,0,7,8,1,6,0,3,0.7677799565625872,0.3467916002117323,0.5284789577906133,0.34457167849016884,93.30876105617244
2,0,2,22,0,1,0,1,0.7099509170811884,0.12394752946991572,0.918877528455176,0.25728555813390025,111.75784569438767
4,1,3,18,1,3,1,2,0.32708326252163766,0.7617056662914364,0.9170053731772632,0.10007710562468342,468.9896170158814
4,0,11,8,1,6,1,2,0.885738832313683,0.6630849216473078,0.7485702150597449,0.15979471312999916,442.3280864307001
3,1,7,2,0,1,1,1,0.2519726170333555,0.6226803991500932,0.8871844376977762,0.29590395383166296,8.34412381349321
4,0,4,20,0,3,1,2,0.14827131236874777,0.7675157160926408,0.27101861356498613,0.03611467413623892,185.43997855686447
3,0,1,8,0,4,0,2,0.7457184915507209,0.7077077538058337,0.891995980966221,0.07372650463308977,103.44144726982064
4,0,5,13,0,4,1,2,0.5279281437094603,0.28529378936048905,0.45649592524018145,0.03662280205369506,168.53564947610568
1,0,12,18,0,0,1,3,0.8641882179628084,0.4172329422490161,0.3426652099425731,0.40615866635705944,424.6905578031598
4,1,9,6,1,2,1,3,0.4450574269524331,0.2134991275107625,0.3914958690736371,0.3762046166060046,90.3501958041958
3,1,8,15,1,6,0,1,0.25145072965694154,0.21687131207609295,0.5343748064111097,0.37665646593962854,273.58931945356386
3,0,12,15,1,5,1,3,0.8527979732228828,0.7085761717208853,0.4009536036835738,0.358162671738014,179.26628224394554
2,0,9,0,1,3,0,2,0.5940186684760645,0.8727400962842484,0.4564540688131993,0.3346927118349346,85.74594438894437
1,1,10,3,1,5,1,3,0.27027621315131944,0.9664593254750251,0.30798278885731367,0.2384959576890875,5.1201995020807995
4,1,9,3,1,0,0,1,0.7483455987278012,0.6655124057945,0.43694141244719886,0.3211390817535575,63.46582016045708
2,1,7,6,1,2,0,3,0.5600022746405505,0.2656911910248613,0.6578270516336009,0.019180777393987325,49.190238095238094
4,1,4,7,0,3,1,2,0.6438816840162879,0.19508531090403763,0.5534829664728511,0.3107322113283923,447.8384739889
4,0,5,16,0,1,0,2,0.5148085043859237,0.831565874383082,0.477375008988729,0.3889388527684386,366.30976967244214
2,1,1,4,1,6,0,1,0.8458380854362058,0.6208808287239993,0.7971617030856912,0.2501791801921951,14.004623470094057
2,0,1,6,1,2,1,3,0.8466064441147448,0.6564565189123479,0.9148079771146544,0.17875666421361847,63.39
2,1,3,19,0,4,1,3,0.7384499396419476,0.8033158798792384,0.8054313783219176,0.13871336740048956,463.0438673203215
2,1,8,19,0,0,1,3,0.19486123965681607,0.7329495049592064,0.4656005616941434,0.32140102508104124,262.39587008642707
2,1,2,3,0,2,0,2,0.854968475713662,0.851012427570487,0.795553734270043,0.34640059931495437,24.995532490939706
4,1,4,5,0,6,0,1,0.7039116824796188,0.15059251491389064,0.321584145979241,0.4354837999312713,10.759848956057965
2,1,2,6,1,2,0,3,0.7273217494038695,0.7727685730718543,0.30425439047303277,0.17116704123049536,81.277183600713
1,0,5,17,0,6,1,2,0.42668455636348446,0.8657674815898859,0.47650162962892717,0.3848861536927928,205.7532644210946
3,0,9,4,1,4,0,2,0.891351600541306,0.3575215382124829,0.8461618952352457,0.28067791209466897,6.830589397591264
2,1,1,19,1,3,0,2,0.7528344402113717,0.6764025465939275,0.3970785977938415,0.44141824533903956,393.0141288660525
2,1,5,2,1,1,0,3,0.201331419876275,0.38274585745327494,0.2506027271189437,0.2639060541478104,32.658163492063494
4,0,9,6,0,4,0,3,0.46700023096554644,0.9621739598342086,0.3053676281650841,0.2588149141989836,28.070577003405948
2,1,1,21,0,1,0,3,0.8977423257641275,0.1300812151919534,0.8869959748236642,0.28893854072045455,141.46255754582535
2,1,9,13,1,3,0,3,0.1424770315276411,0.6218135594496595,0.7070266277978301,0.3746576775712172,175.00156895454148
2,0,8,6,1,2,0,3,0.9652749576778445,0.2498531923445636,0.40256093069598137,0.48234523941423046,38.406520532099485
4,1,4,4,1,1,1,3,0.7112463114876065,0.7409981846594428,0.6442366602625451,0.036781677107882826,5.64472553478868
2,1,12,21,0,0,1,3,0.6682383798790389,0.2583012550767959,0.6220636979402803,0.02671730119550858,196.8124678595411
3,0,11,4,1,0,1,3,0.34350333083919227,0.3118449357085218,0.724348782752529,0.46877516870366925,4.832892254421991
4,0,10,22,0,6,0,3,0.3239126098652594,0.5449337299411823,0.38655004353729305,0.26493781275910305,94.38267673502968
3,0,5,1,1,4,0,2,0.9478523975397359,0.9233514549971903,0.8915223897555182,0.30745150728346804,67.40618401549133
4,1,5,20,1,3,1,3,0.3684452088107105,0.29054293493317374,0.4474948496640103,0.24121180079736443,182.0241288410546
2,0,11,21,1,6,0,1,0.7979547670470994,0.22981601900629317,0.7553053231809896,0.046828726303737245,242.97192503325294
3,0,12,5,0,4,1,2,0.45380961838637124,0.7830791486686276,0.21289971709777192,0.38404468920933327,21.981080620135867
4,0,6,14,0,4,0,3,0.22532866370623358,0.5505575791005379,0.4981257039153178,0.37361232254429344,197.7232300590245
1,0,7,20,1,6,0,1,0.10964376792582306,0.9206066011435943,0.48136785436704665,0.155851660746406,98.55963438881699
2,0,8,9,0,5,1,3,0.5898316033137257,0.23195310144385806,0.6347875428664116,0.1531196226142002,181.7507498012467
4,0,8,22,1,4,1,1,0.9782009366940394,0.6813351037207354,0.2581890094217572,0.41892069045275926,191.5963304806633
1,1,11,23,0,5,1,1,0.43222257442828405,0.30959123153663354,0.8321050989808867,0.03617862887066331,92.0599507265654
4,1,2,6,0,0,1,1,0.4214731005937403,0.2410843857864754,0.37422464141405487,0.4405525741782829,107.09652813852814
1,0,9,4,0,0,1,1,0.40968245606449794,0.7150864736415434,0.7416302519056082,0.1283308449479572,5.659011030921984
2,0,7,0,1,4,0,2,0.5684894535743726,0.6343161579178599,0.8425696985952746,0.29649237387774696,88.08147172875435
3,0,4,12,0,0,0,2,0.4965983950818642,0.779344712526098,0.6495015649932105,0.46799708950088886,348.27139973771096
1,1,4,20,0,3,0,1,0.891923164054313,0.3785163188015641,0.7927065653775884,0.3390612507683232,292.1254500025691
4,1,11,17,1,5,1,3,0.5549687125511413,0.5031744907439709,0.7294882497720045,0.2072149062335183,692.7373813033396
2,1,8,12,1,5,1,1,0.5569820543697119,0.46492450869737667,0.48442383772160613,0.3447671044527076,337.47028383297607
1,1,4,20,1,4,1,2,0.22453443524850095,0.9856805175698627,0.8470868312268522,0.1719898181581851,183.84947159006649
4,1,6,20,1,0,1,3,0.9844655868193474,0.36302406106544916,0.4357610959084224,0.13862920817459307,336.0989873127074
4,1,5,17,0,1,1,2,0.32497560178194673,0.36533551451209023,0.6569703342012138,0.49834163896733985,543.4582952788949
4,1,3,4,0,6,1,2,0.1660276607136424,0.4190933879457467,0.7963181913132316,0.37539511558989386,4.991086924666114
1,1,10,12,0,6,0,3,0.696831624077688,0.6081346731612893,0.5031647278500061,0.3223599886909088,566.2240905412812
1,1,11,3,0,5,0,1,0.6358297331411854,0.3270904698373707,0.4422140860939401,0.1776448216096594,22.53513133687254
1,0,2,16,0,4,0,1,0.47363108859347114,0.9237609463413465,0.5674768081382582,0.02458041457752408,290.18651488232814
3,0,9,2,1,4,0,1,0.4799730104926103,0.33911700837963715,0.8543707954793229,0.015528438017577806,31.854329735750255
1,0,10,16,0,3,0,1,0.8065575289417881,0.9062341584041752,0.9439374105165319,0.2770906277243994,237.36847086429898
1,0,9,10,0,2,1,3,0.27614137608968414,0.1931275572819262,0.6360667302879122,0.38101636051952553,100.07595077780798
1,1,1,20,0,2,1,3,0.8382279870504008,0.6909064321596871,0.7291729642589215,0.26868959522192754,362.1488963132074
3,1,10,19,1,5,1,3,0.6838724025055163,0.9162869665944193,0.9226188977911314,0.4203925359695573,340.63273555541605
1,0,3,22,1,6,1,2,0.47707279640157196,0.2518744945584066,0.27883748113035395,0.016713266546610817,111.04232332397054
4,1,8,20,0,3,1,3,0.5122257549254817,0.9714942640893295,0.38566286229293206,0.18337603821297005,389.98276315048037
1,0,6,3,1,3,1,1,0.33098248646748624,0.5075950243739605,0.7671200050012661,0.11853519558708903,3.8445358585042317
4,1,5,1,1,3,0,2,0.7769028994272773,0.951143597596922,0.8589955695298397,0.22363648407856102,80.00720874204426
4,0,5,19,1,5,1,1,0.561587268074741,0.7091380392670423,0.8856232226644625,0.03618819659706124,326.2117846353976
4,1,6,15,1,2,1,1,0.38876908847485925,0.3714281828861964,0.5320857414839462,0.4770658207855363,225.11231032164685
3,1,7,17,1,6,1,3,0.6364451041848552,0.2694722724253958,0.2714719218334935,0.11162770053468046,670.4840272351881
3,0,1,7,1,3,1,3,0.9961610068461907,0.3733615416025895,0.5502251818396959,0.4611538877417924,189.1857258297258
3,1,9,2,1,6,0,1,0.4917360516908985,0.1837156683364075,0.38458767216564305,0.2129465775183409,37.782575239575245
1,0,3,8,0,0,0,1,0.9286222607007576,0.2294811697089968,0.43295716399729933,0.492762066627609,76.88657031040503
4,0,4,19,0,4,1,2,0.4105151559321095,0.19419439631183305,0.8178140454700047,0.2770291917301054,220.21663955907167
3,0,10,5,1,4,0,3,0.1492594362324873,0.480649189367402,0.2604216688207095,0.46541643208790373,7.514269736971728
3,0,1,9,0,6,0,2,0.283817895731586,0.8160205386318278,0.8620649739845618,0.0026744943471114224,158.15932101757983
1,1,11,20,0,1,1,2,0.47682562899491576,0.22724519879470617,0.5421352686593353,0.37411940309045005,268.12194703207604
3,1,10,9,1,1,1,2,0.2976714357351121,0.2172883898551023,0.6768511448804762,0.4515253265512577,295.7215551199488
1,1,3,12,0,5,1,1,0.10020433439642999,0.6790860545655977,0.2717217849885432,0.06986028348947704,169.51520190647537
2,0,2,16,1,5,1,2,0.9235013839727745,0.27746468377125966,0.4698872626858237,0.048062925866075745,214.05114858952632
3,1,2,8,1,4,1,2,0.8594914701078361,0.18784903429809247,0.27176073521187666,0.2122863035929778,637.9051414201431
2,0,1,16,1,0,0,1,0.7680630083382524,0.2501637203850199,0.9692349783048877,0.46683945306646757,182.5847966236822
1,1,8,23,0,2,1,3,0.25103313608142575,0.9313582562890985,0.8458093194610004,0.27119328009521937,40.379487809404225
4,1,3,8,0,2,1,3,0.20832721858898745,0.8393241274985718,0.5677062034851682,0.2637282318608661,430.0514752961193
3,1,3,8,0,5,1,2,0.16084427452514485,0.41865810611958465,0.3788820386589369,0.07056305914966093,635.3629820127131
1,0,6,0,0,0,0,1,0.7516262698956291,0.6902386905946535,0.9467640841998819,0.00039475554660939327,101.61359165834166
4,1,8,1,1,5,1,3,0.9359271646190968,0.5835481063012343,0.47567727658157744,0.4050700453727306,30.53595674910241
4,1,9,15,1,2,1,2,0.48748223882173336,0.7094118371343076,0.32878754534989985,0.04378728149311911,253.14559515189055
2,0,9,0,0,6,1,2,0.20722660479644334,0.7144040372164834,0.650531510763164,0.316924909367662,39.183432096432114
1,1,4,9,1,5,0,1,0.561153538658896,0.6658606135539936,0.955019296275853,0.45730822725759573,322.56522773814174
4,0,5,17,1,3,1,2,0.4139487167127671,0.33949123168357775,0.20306423240025806,0.1043259565792155,329.5587240207499
3,1,2,7,0,6,1,3,0.437342431914998,0.13510577868653634,0.390499874603199,0.3326364181184554,346.9342899765702
3,0,11,20,1,5,1,1,0.6591975617401366,0.5100101037910979,0.9507581123283262,0.03934928835375473,212.32197690120765
2,0,9,10,0,4,0,3,0.7468463019359821,0.9018764962216335,0.33686877348572963,0.3018775719188065,287.9269205121093
4,1,8,22,1,5,1,3,0.19954323898584475,0.6125475326667184,0.2905947613118559,0.08196586047660137,102.38624789483673
1,0,3,1,0,4,1,3,0.13203120772582877,0.8491519375317171,0.6561497726398435,0.367976780257589,9.638181092545832
3,0,11,7,1,0,1,2,0.9948972724171434,0.9924619086651053,0.889475058635864,0.1506156473969541,291.848447027556
4,0,12,21,1,2,0,2,0.3094555140239966,0.24725458372444864,0.5816878541551409,0.23169550440232312,72.39402136752136
4,0,9,7,0,6,1,3,0.1484474724176132,0.7225998752277841,0.9956514053476198,0.29971527101381085,99.21309963222193
2,0,3,16,0,6,1,3,0.27088779618632797,0.7068642163300222,0.7433373596303943,0.08563670533311979,116.10470200504088
3,0,9,14,0,1,1,1,0.13506206171361781,0.9819599026224506,0.2592599257683582,0.37081890930881045,181.12324366719565
3,1,2,16,0,1,0,1,0.4526298051554545,0.9870406605575203,0.9942657053455803,0.15132017031840728,399.7526171736006
1,0,12,22,1,2,0,2,0.8221616060061918,0.7180107505517165,0.5263153894241523,0.33118592995637675,177.84146243709108
3,0,10,23,1,1,1,2,0.40712000478194854,0.31925331278397484,0.42992202707638605,0.07914152534968683,65.82404118797335
1,1,9,12,0,6,0,1,0.49976506619052996,0.8187002543175391,0.6463033468623085,0.34405882960317513,527.7457742456812
3,1,8,18,1,5,0,3,0.708028096210695,0.19632622078993428,0.44344607345669146,0.06409403640523087,497.89616273062575
2,1,9,4,0,0,0,2,0.5580046630628922,0.8026293737544659,0.26916600569612187,0.2126782481349918,17.916747238904247
3,1,5,11,0,0,1,3,0.8753011174191918,0.9191765117302267,0.2011426744633414,0.12360303686943841,206.3125874100939
1,1,11,0,1,2,1,1,0.8794321075411808,0.44455005529159175,0.5596666823362099,0.3741876247140913,44.62993719303686
1,1,11,22,1,1,0,2,0.10891962594203829,0.6675717654847724,0.869490737781274,0.13101750225343728,62.84532131395176
2,1,2,4,0,5,0,2,0.8002416758348793,0.48712845888714373,0.6578521485040613,0.4408586531976981,11.78700920092167
3,0,8,7,0,0,0,1,0.5146602402175064,0.4939885494893156,0.9993658391547526,0.4459101057033064,37.20401817784123
3,0,12,12,0,0,1,2,0.9899564871732968,0.3793338001973081,0.42947731651776,0.09822065761139293,168.53564947610568
2,1,6,7,1,3,1,1,0.5349088682878916,0.7859166584052921,0.42436405180804426,0.30692297250386213,475.4015020728329
3,0,8,22,1,3,0,2,0.9882063508494677,0.9425589077498546,0.3277995681871554,0.04385882085998216,186.8492248933052
3,0,11,10,1,6,0,1,0.7791124250851629,0.946675773311015,0.33125087061226816,0.1957685498008146,295.09702278313625
1,0,5,0,1,0,0,2,0.3237443961519757,0.25730315638744045,0.42814927680803827,0.35666086475063613,30.466806027795364
3,1,10,12,0,2,0,3,0.584555481358262,0.8872692846909094,0.8342720362188218,0.32971162342495813,426.7410904075667
3,1,2,18,0,4,1,3,0.9929220755307244,0.7636882972844099,0.9246054325091584,0.312350334703304,518.6040988641251
2,0,6,23,0,4,0,3,0.8717775469767313,0.32755366062126035,0.980069735766145,0.1412704318312218,54.26162990810358
2,1,5,2,0,5,1,2,0.187630204412099,0.1605561516293631,0.38583172327716214,0.189012474717201,8.02741350524366
4,0,12,23,0,0,0,2,0.7357347971289965,0.3411975401959402,0.9050380364912733,0.05147307235014309,78.87637672400157
1,0,12,16,0,0,0,3,0.4110216272837318,0.9209874131033731,0.46260407142186966,0.3595114102168005,140.45340367267457
3,0,5,4,1,6,0,3,0.10628403569231332,0.669860807406195,0.2902724356135076,0.25194439839563676,6.85701326834244
3,0,1,19,1,0,0,1,0.46313287212429965,0.7489491948080846,0.8960199404161326,0.3543828161728273,189.92809930538456
4,1,2,20,0,2,0,1,0.3112789795524742,0.33143711599818626,0.7088845077148949,0.12447176239843638,144.16329760405176
3,1,8,7,0,3,1,1,0.8369823434684244,0.7474493400173382,0.3317847168648494,0.1622191143175331,471.5039490425299
1,1,3,13,1,0,0,3,0.40359754796118896,0.12530935565013138,0.543865006010402,0.16710766863005733,204.14596715800056
4,0,10,3,1,0,0,3,0.8447713245584354,0.43778921119571246,0.42980615590165416,0.0128712048736081,40.01297904248092
1,1,3,10,1,6,0,3,0.10053814495131579,0.664078013688098,0.7894356549681576,0.17052393641531177,183.30037652474337
4,0,8,19,1,1,1,1,0.3770372350235073,0.2314869089871882,0.5627329844994144,0.40165228675901676,233.6394556955964
4,1,8,14,0,6,1,2,0.3170486928769858,0.8407032170022413,0.9914239560851079,0.44864924787486926,226.32797965906374
2,0,2,18,0,6,1,3,0.3102106249617499,0.31152816893072677,0.2437959858076761,0.25910915781796373,163.6603955006449
1,0,8,6,0,2,1,2,0.16136795778891644,0.6870530015366016,0.4840122129089974,0.22775084760961012,75.11928988286313
3,0,11,18,0,5,0,2,0.26841184336945156,0.4646774283177967,0.585520133687982,0.015412309349685127,193.18523467099337
3,1,1,18,0,0,0,2,0.5999946128970579,0.6364392359298825,0.6025068437986558,0.4396021687926913,393.8822467262502
1,1,6,10,1,6,0,1,0.3622249655539701,0.19670549736601733,0.45274865790850943,0.006505106712936359,206.6886834185697
3,1,8,4,0,6,1,2,0.47565530409623313,0.1152215199294466,0.7833921992780544,0.4723750401051059,7.331398386625807
3,1,3,4,1,1,0,3,0.43918019231246963,0.9186079846422711,0.8997976587911798,0.24460812434404533,12.379489230724381
1,0,8,21,0,6,0,1,0.8883144324999052,0.34266700789046456,0.9509754415822904,0.1709672467873633,139.93653647571554
4,1,12,7,0,4,1,3,0.9147690991094639,0.8377093025024132,0.844074701439621,0.46210921742133004,300.62438124620473
1,1,1,9,0,5,1,3,0.543661274490274,0.9994152704249801,0.8804641578452796,0.012195496555048368,203.0044408815454
4,0,11,5,0,0,1,1,0.397140355284044,0.29028813219902005,0.6404362404959965,0.29071244743454355,21.439962832816278
3,0,11,14,0,0,0,3,0.19612063360212728,0.33865366706502004,0.8607105811414517,0.2744662622496688,168.9933547378547
3,0,9,15,1,1,0,3,0.9580625914438855,0.6965738088711991,0.4428031273183618,0.10966020060569104,337.74997657341123
3,1,11,16,1,2,1,1,0.15420425041026772,0.9689037711405591,0.5187830096873716,0.21444371567510528,326.7487228247312
2,0,9,7,1,0,0,3,0.36788524981145243,0.9242329133716696,0.4535304110548355,0.3261320029718851,168.8560384253107
4,0,5,7,0,4,1,2,0.3682595810530037,0.5525879680590264,0.5739098683583403,0.36356559844096376,261.2033972973177
2,0,10,8,0,0,1,3,0.3883611575261934,0.8155992542740522,0.42846369299090914,0.0003584293532898908,231.4028679431827
2,1,4,1,1,4,0,2,0.24785815894516836,0.22217126778991098,0.9692891538035575,0.46842671504550765,27.03927885295532
1,0,11,14,0,5,1,3,0.8048452878313275,0.979694365783611,0.4502757024045345,0.0822626861964062,161.4935836290917
2,1,6,17,0,5,1,1,0.2102480757693903,0.9679179106323879,0.27843563048875186,0.1167902171111796,532.2070685036397
1,1,12,2,1,3,1,1,0.6714159932378465,0.24735606209125388,0.6214537328403307,0.13173672284692411,13.626024179260616
1,0,7,16,0,3,0,3,0.2114614240352357,0.36948081232279595,0.2456792627561411,0.018910068276017655,136.90845484069973
2,0,5,3,1,4,1,1,0.16348207383366092,0.19013949775609024,0.28843453304686445,0.06152606179516246,4.348148179333669
4,1,11,3,0,2,1,3,0.9184865533172888,0.3445458390083618,0.37551151135699706,0.493174961472081,6.638877204318903
